si-Ctrl-1	si-Ctrl-2	si-eIF5A-1	si-eIF5A-2
YDR217C_mRNA	YML028W_mRNA	YOR173W_mRNA	YCR086W_mRNA
YJR058C_mRNA	YHR133C_mRNA	YPL152W_mRNA	YDR451C_mRNA
YMR083W_mRNA	YCR071C_mRNA	YNL272C_mRNA	YDL010W_mRNA
YML028W_mRNA	YER082C_mRNA	YDL189W_mRNA	YPL260W_mRNA
YHR133C_mRNA	YGL079W_mRNA	YNL007C_mRNA	YDR313C_mRNA
YCR071C_mRNA	YOR105W_mRNA	YPL106C_mRNA	YJL191W_mRNA
YER082C_mRNA	YNL126W_mRNA	YDL178W_mRNA	YDL088C_mRNA
YGL079W_mRNA	YDL144C_mRNA	YKR048C_mRNA	YLR068W_mRNA
YOR105W_mRNA	YMR190C_mRNA	YDR364C_mRNA	YOR173W_mRNA
YNL126W_mRNA	YJL171C_mRNA	YML130C_mRNA	YPL152W_mRNA
YDL144C_mRNA	YHR057C_mRNA	YFR036W_mRNA	YNL272C_mRNA
YMR190C_mRNA	YDR091C_mRNA	YDL125C_mRNA	YDL189W_mRNA
YJL171C_mRNA	YLR077W_mRNA	YHR134W_mRNA	YNL007C_mRNA
YHR057C_mRNA	YNL131W_mRNA	YLR044C_mRNA	YPL106C_mRNA
YDR091C_mRNA	YGR028W_mRNA	YHR114W_mRNA	YDL178W_mRNA
YLR077W_mRNA	YLR304C_mRNA	YKR071C_mRNA	YKR048C_mRNA
YNL131W_mRNA	YIL115C_mRNA	YGR187C_mRNA	YDR364C_mRNA
YGR028W_mRNA	YDR244W_mRNA	YMR154C_mRNA	YML130C_mRNA
YLR304C_mRNA	YHR193C_mRNA	YDL157C_mRNA	YFR036W_mRNA
YIL115C_mRNA	YPR072W_mRNA	YDR217C_mRNA	YDL125C_mRNA
YDR244W_mRNA	YGR129W_mRNA	YJR058C_mRNA	YHR134W_mRNA
YHR193C_mRNA	YNL274C_mRNA	YMR083W_mRNA	YLR044C_mRNA
YPR072W_mRNA	YOL130W_mRNA	YML028W_mRNA	YHR114W_mRNA
YGR129W_mRNA	YOL109W_mRNA	YHR133C_mRNA	YKR071C_mRNA
YNL274C_mRNA	YIL133C_mRNA	YCR071C_mRNA	YGR187C_mRNA
YOL130W_mRNA	YIL130W_mRNA	YER082C_mRNA	YMR154C_mRNA
YOL109W_mRNA	YFL044C_mRNA	YGL079W_mRNA	YDL157C_mRNA
YIL133C_mRNA	YLR026C_mRNA	YOR105W_mRNA	YDR217C_mRNA
YIL130W_mRNA	YLR045C_mRNA	YMR053C_mRNA	YJR058C_mRNA
YFL044C_mRNA	YNL297C_mRNA	YMR190C_mRNA	YMR083W_mRNA
YLR026C_mRNA	YOR221C_mRNA	YJL171C_mRNA	YML028W_mRNA
YLR045C_mRNA	YDR056C_mRNA	YHR057C_mRNA	YHR133C_mRNA
YNL297C_mRNA	YMR077C_mRNA	YDL144C_mRNA	YCR071C_mRNA
YOR221C_mRNA	YML031W_mRNA	YDR091C_mRNA	YER082C_mRNA
YDR056C_mRNA	YPL181W_mRNA	YNL131W_mRNA	YGL079W_mRNA
YMR077C_mRNA	YOR143C_mRNA	YLR077W_mRNA	YOR105W_mRNA
YML031W_mRNA	YIL001W_mRNA	YLR304C_mRNA	YMR053C_mRNA
YPL181W_mRNA	YER139C_mRNA	YIL115C_mRNA	YMR190C_mRNA
YOR143C_mRNA	YCR093W_mRNA	YDR244W_mRNA	YJL171C_mRNA
YIL001W_mRNA	YLR034C_mRNA	YGR028W_mRNA	YHR057C_mRNA
YER139C_mRNA	YBR280C_mRNA	YPR072W_mRNA	YDL144C_mRNA
YCR093W_mRNA	YOR115C_mRNA	YHR193C_mRNA	YDR091C_mRNA
YLR034C_mRNA	YMR158W_mRNA	YGR129W_mRNA	YNL131W_mRNA
YBR280C_mRNA	YKL106W_mRNA	YNL274C_mRNA	YLR077W_mRNA
YOR115C_mRNA	YBR167C_mRNA	YOL130W_mRNA	YLR304C_mRNA
YMR158W_mRNA	YGL207W_mRNA	YOL109W_mRNA	YIL115C_mRNA
YKL106W_mRNA	YDR057W_mRNA	YIL133C_mRNA	YDR244W_mRNA
YBR167C_mRNA	YGL139W_mRNA	YIL130W_mRNA	YGR028W_mRNA
YGL207W_mRNA	YPL087W_mRNA	YDR421W_mRNA	YPR072W_mRNA
YDR057W_mRNA	YDL120W_mRNA	YFL044C_mRNA	YHR193C_mRNA
YGL139W_mRNA	YMR150C_mRNA	YLR026C_mRNA	YGR129W_mRNA
YPL087W_mRNA	YKR100C_mRNA	YLR045C_mRNA	YNL274C_mRNA
YDL120W_mRNA	YOR023C_mRNA	YNL297C_mRNA	YOL130W_mRNA
YMR150C_mRNA	YOR057W_mRNA	YOR221C_mRNA	YOL109W_mRNA
YKR100C_mRNA	YNR030W_mRNA	YDR056C_mRNA	YIL133C_mRNA
YOR023C_mRNA	YKL089W_mRNA	YMR077C_mRNA	YIL130W_mRNA
YOR057W_mRNA	YCL055W_mRNA	YML031W_mRNA	YDR421W_mRNA
YNR030W_mRNA	YOR196C_mRNA	YPL181W_mRNA	YFL044C_mRNA
YKL089W_mRNA	YHR197W_mRNA	YOR143C_mRNA	YLR026C_mRNA
YCL055W_mRNA	YDR437W_mRNA	YIL001W_mRNA	YLR045C_mRNA
YOR196C_mRNA	YJR112W-A_mRNA	YER139C_mRNA	YNL297C_mRNA
YHR197W_mRNA	YJL201W_mRNA	YCR093W_mRNA	YOR221C_mRNA
YDR437W_mRNA	YOR286W_mRNA	YLR034C_mRNA	YDR056C_mRNA
YJR112W-A_mRNA	YML037C_mRNA	YBR280C_mRNA	YMR077C_mRNA
YOR013W_mRNA	YFR004W_mRNA	YOR115C_mRNA	YML031W_mRNA
YJL201W_mRNA	YDR023W_mRNA	YMR158W_mRNA	YPL181W_mRNA
YOR286W_mRNA	YBL066C_mRNA	YKL106W_mRNA	YOR143C_mRNA
YML037C_mRNA	YER014W_mRNA	YBR167C_mRNA	YIL001W_mRNA
YFR004W_mRNA	YGR082W_mRNA	YGL207W_mRNA	YER139C_mRNA
YDR023W_mRNA	YPL093W_mRNA	YDR057W_mRNA	YCR093W_mRNA
YBL066C_mRNA	YPR132W_mRNA	YCR081W_mRNA	YLR034C_mRNA
YER014W_mRNA	YOL013C_mRNA	YGL139W_mRNA	YBR280C_mRNA
YGR082W_mRNA	YDR051C_mRNA	YPL087W_mRNA	YOR115C_mRNA
YPL093W_mRNA	YGR097W_mRNA	YDL120W_mRNA	YMR158W_mRNA
YPR132W_mRNA	YLR069C_mRNA	YMR150C_mRNA	YKL106W_mRNA
YOL013C_mRNA	YFR055W_mRNA	YKR100C_mRNA	YBR167C_mRNA
YDR051C_mRNA	YPR187W_mRNA	YOR023C_mRNA	YGL207W_mRNA
YGR097W_mRNA	YFR007W_mRNA	YOR057W_mRNA	YDR057W_mRNA
YLR069C_mRNA	YKR019C_mRNA	YNR030W_mRNA	YGL139W_mRNA
YFR055W_mRNA	YML074C_mRNA	YKL089W_mRNA	YPL087W_mRNA
YPR187W_mRNA	YJL031C_mRNA	YCL055W_mRNA	YDL120W_mRNA
YFR007W_mRNA	YLR293C_mRNA	YOR196C_mRNA	YMR150C_mRNA
YKR019C_mRNA	YLR337C_mRNA	YHR197W_mRNA	YKR100C_mRNA
YML074C_mRNA	YML018C_mRNA	YDR437W_mRNA	YOR023C_mRNA
YOR362C_mRNA	YOL098C_mRNA	YJR112W-A_mRNA	YOR057W_mRNA
YJL031C_mRNA	YJR022W_mRNA	YJL201W_mRNA	YNR030W_mRNA
YLR293C_mRNA	YHL015W_mRNA	YOR286W_mRNA	YKL089W_mRNA
YLR337C_mRNA	YIL142W_mRNA	YML037C_mRNA	YCL055W_mRNA
YML018C_mRNA	YIL162W_mRNA	YHR002W_mRNA	YOR196C_mRNA
YOL098C_mRNA	YDR538W_mRNA	YFR004W_mRNA	YHR197W_mRNA
YJR022W_mRNA	YOR344C_mRNA	YDR023W_mRNA	YDR437W_mRNA
YHL015W_mRNA	YMR080C_mRNA	YBL066C_mRNA	YJR112W-A_mRNA
YIL142W_mRNA	YJL080C_mRNA	YER014W_mRNA	YJL201W_mRNA
YIL162W_mRNA	YDL180W_mRNA	YDL204W_mRNA	YOR286W_mRNA
YDR538W_mRNA	YOL129W_mRNA	YGR082W_mRNA	YML037C_mRNA
YOR344C_mRNA	YPR091C_mRNA	YPL093W_mRNA	YHR002W_mRNA
YMR080C_mRNA	YDR385W_mRNA	YPR132W_mRNA	YFR004W_mRNA
YJL080C_mRNA	YOR234C_mRNA	YOL013C_mRNA	YDR023W_mRNA
YDL180W_mRNA	YOL080C_mRNA	YDR051C_mRNA	YBL066C_mRNA
YOL129W_mRNA	YDR031W_mRNA	YGR097W_mRNA	YDR014W_mRNA
YPR091C_mRNA	YKL055C_mRNA	YLR069C_mRNA	YER014W_mRNA
YDR385W_mRNA	YGR280C_mRNA	YFR055W_mRNA	YDL204W_mRNA
YOR234C_mRNA	YDR359C_mRNA	YPR187W_mRNA	YGR082W_mRNA
YOL080C_mRNA	YPR063C_mRNA	YFR007W_mRNA	YPL093W_mRNA
YDR031W_mRNA	YDR412W_mRNA	YKR019C_mRNA	YPR132W_mRNA
YKL055C_mRNA	YLR286C_mRNA	YML074C_mRNA	YOL013C_mRNA
YGR280C_mRNA	YBR249C_mRNA	YOR362C_mRNA	YDR051C_mRNA
YDR359C_mRNA	YDR137W_mRNA	YJL031C_mRNA	YGR097W_mRNA
YPR063C_mRNA	YKR027W_mRNA	YLR293C_mRNA	YLR069C_mRNA
YDR412W_mRNA	YOR324C_mRNA	YLR337C_mRNA	YFR055W_mRNA
YLR286C_mRNA	YOR126C_mRNA	YML018C_mRNA	YPR187W_mRNA
YBR249C_mRNA	YDL235C_mRNA	YOL098C_mRNA	YFR007W_mRNA
YDR137W_mRNA	YAL035W_mRNA	YJR022W_mRNA	YKR019C_mRNA
YKR027W_mRNA	YML125C_mRNA	YHL015W_mRNA	YML074C_mRNA
YOR324C_mRNA	YLR450W_mRNA	YIL142W_mRNA	YOR362C_mRNA
YOR126C_mRNA	YHR006W_mRNA	YIL162W_mRNA	YJL031C_mRNA
YDL235C_mRNA	YMR163C_mRNA	YOR344C_mRNA	YLR293C_mRNA
YAL035W_mRNA	YOR220W_mRNA	YMR080C_mRNA	YLR337C_mRNA
YML125C_mRNA	YLR084C_mRNA	YJL080C_mRNA	YML018C_mRNA
YLR450W_mRNA	YDR173C_mRNA	YDL180W_mRNA	YOL098C_mRNA
YHR006W_mRNA	YLL026W_mRNA	YOL129W_mRNA	YJR022W_mRNA
YMR163C_mRNA	YLL024C_mRNA	YPR091C_mRNA	YHL015W_mRNA
YOR220W_mRNA	YGR048W_mRNA	YDR385W_mRNA	YIL142W_mRNA
YLR084C_mRNA	YKL074C_mRNA	YOR234C_mRNA	YIL162W_mRNA
YDR173C_mRNA	YHR203C_mRNA	YOL080C_mRNA	YOR344C_mRNA
YLL026W_mRNA	YER113C_mRNA	YDR031W_mRNA	YMR080C_mRNA
YLL024C_mRNA	YOR223W_mRNA	YKL055C_mRNA	YJL080C_mRNA
YGR048W_mRNA	YDR443C_mRNA	YGR280C_mRNA	YDL180W_mRNA
YKL074C_mRNA	YOL105C_mRNA	YDR359C_mRNA	YOL129W_mRNA
YHR203C_mRNA	YLR107W_mRNA	YPR063C_mRNA	YPR091C_mRNA
YER113C_mRNA	YGL108C_mRNA	YDR412W_mRNA	YDR385W_mRNA
YOR223W_mRNA	YIR005W_mRNA	YLR286C_mRNA	YOR234C_mRNA
YDR443C_mRNA	YGL037C_mRNA	YBR249C_mRNA	YOL080C_mRNA
YOL105C_mRNA	YAL013W_mRNA	YDR137W_mRNA	YDR031W_mRNA
YLR107W_mRNA	YPL113C_mRNA	YKR027W_mRNA	YKL055C_mRNA
YGL108C_mRNA	YNL252C_mRNA	YOR324C_mRNA	YGR280C_mRNA
YIR005W_mRNA	YMR037C_mRNA	YOR126C_mRNA	YDR359C_mRNA
YGL037C_mRNA	YFL008W_mRNA	YDL235C_mRNA	YPR063C_mRNA
YAL013W_mRNA	YDR176W_mRNA	YAL035W_mRNA	YDR412W_mRNA
YPL113C_mRNA	YGR061C_mRNA	YML125C_mRNA	YLR286C_mRNA
YNL252C_mRNA	YAL032C_mRNA	YLR450W_mRNA	YBR249C_mRNA
YMR037C_mRNA	YNL108C_mRNA	YHR006W_mRNA	YDR137W_mRNA
YFL008W_mRNA	YMR024W_mRNA	YOR220W_mRNA	YKR027W_mRNA
YDR176W_mRNA	YER072W_mRNA	YLR084C_mRNA	YOR324C_mRNA
YGR061C_mRNA	YDL090C_mRNA	YDR173C_mRNA	YOR126C_mRNA
YAL032C_mRNA	YLR127C_mRNA	YLL026W_mRNA	YDL235C_mRNA
YNL108C_mRNA	YER036C_mRNA	YLL024C_mRNA	YAL035W_mRNA
YMR024W_mRNA	YJR009C_mRNA	YGR048W_mRNA	YML125C_mRNA
YER072W_mRNA	YCR048W_mRNA	YKL074C_mRNA	YLR450W_mRNA
YDL090C_mRNA	YNL300W_mRNA	YHR203C_mRNA	YHR006W_mRNA
YLR127C_mRNA	YKL170W_mRNA	YER113C_mRNA	YMR163C_mRNA
YER036C_mRNA	YKL206C_mRNA	YOR223W_mRNA	YPR002W_mRNA
YJR009C_mRNA	YHR083W_mRNA	YDR443C_mRNA	YOR220W_mRNA
YCR048W_mRNA	YDL101C_mRNA	YOL105C_mRNA	YLR084C_mRNA
YNL300W_mRNA	YOL058W_mRNA	YLR107W_mRNA	YDR173C_mRNA
YKL170W_mRNA	YOR337W_mRNA	YGL108C_mRNA	YLL026W_mRNA
YKL206C_mRNA	YGR266W_mRNA	YIR005W_mRNA	YLL024C_mRNA
YHR083W_mRNA	YDL211C_mRNA	YGL037C_mRNA	YGR048W_mRNA
YDL101C_mRNA	YMR250W_mRNA	YAL013W_mRNA	YKL074C_mRNA
YOL058W_mRNA	YCR028C_mRNA	YMR037C_mRNA	YHR203C_mRNA
YOR337W_mRNA	YDR324C_mRNA	YNL252C_mRNA	YER113C_mRNA
YGR266W_mRNA	YDR357C_mRNA	YDR176W_mRNA	YOR223W_mRNA
YDL211C_mRNA	YKR099W_mRNA	YGR061C_mRNA	YDR443C_mRNA
YMR250W_mRNA	YDR007W_mRNA	YAL032C_mRNA	YOL105C_mRNA
YCR028C_mRNA	YGR178C_mRNA	YNL108C_mRNA	YLR107W_mRNA
YDR324C_mRNA	YJL068C_mRNA	YMR024W_mRNA	YGL108C_mRNA
YDR357C_mRNA	YML082W_mRNA	YER072W_mRNA	YIR005W_mRNA
YKR099W_mRNA	YHR069C_mRNA	YDL090C_mRNA	YGL037C_mRNA
YDR007W_mRNA	YBR142W_mRNA	YLR127C_mRNA	YAL013W_mRNA
YGR178C_mRNA	YGR261C_mRNA	YER036C_mRNA	YMR037C_mRNA
YJL068C_mRNA	YMR152W_mRNA	YJR009C_mRNA	YNL252C_mRNA
YML082W_mRNA	YKR066C_mRNA	YCR048W_mRNA	YFL008W_mRNA
YHR069C_mRNA	YNL050C_mRNA	YNL300W_mRNA	YDR176W_mRNA
YBR142W_mRNA	YHR127W_mRNA	YKL170W_mRNA	YGR061C_mRNA
YGR261C_mRNA	YNR034W_mRNA	YKL206C_mRNA	YAL032C_mRNA
YMR152W_mRNA	YMR293C_mRNA	YHR083W_mRNA	YNL108C_mRNA
YKR066C_mRNA	YLR187W_mRNA	YDL101C_mRNA	YMR024W_mRNA
YNL050C_mRNA	YGR195W_mRNA	YOL058W_mRNA	YER072W_mRNA
YHR127W_mRNA	YML124C_mRNA	YOR337W_mRNA	YDL090C_mRNA
YNR034W_mRNA	YCL016C_mRNA	YGR266W_mRNA	YLR127C_mRNA
YMR293C_mRNA	YDR301W_mRNA	YMR250W_mRNA	YER036C_mRNA
YLR187W_mRNA	YDL168W_mRNA	YCR028C_mRNA	YJR009C_mRNA
YGR195W_mRNA	YLL034C_mRNA	YDR324C_mRNA	YCR048W_mRNA
YML124C_mRNA	YGR206W_mRNA	YDR357C_mRNA	YNL300W_mRNA
YCL016C_mRNA	YCL049C_mRNA	YKR099W_mRNA	YKL170W_mRNA
YDR301W_mRNA	YPR029C_mRNA	YDR007W_mRNA	YKL206C_mRNA
YDL168W_mRNA	YMR298W_mRNA	YGR178C_mRNA	YHR083W_mRNA
YLL034C_mRNA	YKL211C_mRNA	YJL068C_mRNA	YDL101C_mRNA
YGR206W_mRNA	YKL127W_mRNA	YML082W_mRNA	YOL058W_mRNA
YCL049C_mRNA	YIL090W_mRNA	YHR069C_mRNA	YOR337W_mRNA
YPR029C_mRNA	YBR153W_mRNA	YBR142W_mRNA	YGR266W_mRNA
YMR298W_mRNA	YPL129W_mRNA	YGR261C_mRNA	YDL211C_mRNA
YKL211C_mRNA	YJL081C_mRNA	YMR152W_mRNA	YMR250W_mRNA
YKL127W_mRNA	YER020W_mRNA	YKR066C_mRNA	YCR028C_mRNA
YIL090W_mRNA	YGR177C_mRNA	YNL050C_mRNA	YDR324C_mRNA
YBR153W_mRNA	YPR074C_mRNA	YHR127W_mRNA	YDR357C_mRNA
YPL129W_mRNA	YOR327C_mRNA	YGR134W_mRNA	YKR099W_mRNA
YJL081C_mRNA	YGR252W_mRNA	YNR034W_mRNA	YDR007W_mRNA
YER020W_mRNA	YDR288W_mRNA	YMR293C_mRNA	YGR178C_mRNA
YGR177C_mRNA	YMR258C_mRNA	YLR187W_mRNA	YJL068C_mRNA
YPR074C_mRNA	YKL182W_mRNA	YGR195W_mRNA	YML082W_mRNA
YOR327C_mRNA	YLR420W_mRNA	YML124C_mRNA	YHR069C_mRNA
YGR252W_mRNA	YNL083W_mRNA	YCL016C_mRNA	YBR142W_mRNA
YDR288W_mRNA	YGR085C_mRNA	YDR301W_mRNA	YGR261C_mRNA
YMR258C_mRNA	YOL039W_mRNA	YDL168W_mRNA	YMR152W_mRNA
YKL182W_mRNA	YKR077W_mRNA	YLL034C_mRNA	YKR066C_mRNA
YLR420W_mRNA	YHL038C_mRNA	YGR206W_mRNA	YNL050C_mRNA
YGR085C_mRNA	YDR012W_mRNA	YCL049C_mRNA	YHR127W_mRNA
YOL039W_mRNA	YGR282C_mRNA	YPR029C_mRNA	YGR134W_mRNA
YKR077W_mRNA	YGR033C_mRNA	YMR298W_mRNA	YNR034W_mRNA
YHL038C_mRNA	YOR075W_mRNA	YKL211C_mRNA	YMR293C_mRNA
YDR012W_mRNA	YHR065C_mRNA	YKL127W_mRNA	YLR187W_mRNA
YGR282C_mRNA	YKL064W_mRNA	YIL090W_mRNA	YGR195W_mRNA
YGR033C_mRNA	YLR314C_mRNA	YBR153W_mRNA	YML124C_mRNA
YOR075W_mRNA	YFR013W_mRNA	YPL129W_mRNA	YCL016C_mRNA
YHR065C_mRNA	YJL012C_mRNA	YJL081C_mRNA	YDR301W_mRNA
YKL064W_mRNA	YDL091C_mRNA	YER020W_mRNA	YDL168W_mRNA
YLR314C_mRNA	YHL002W_mRNA	YGR177C_mRNA	YLL034C_mRNA
YFR013W_mRNA	YDL141W_mRNA	YPR074C_mRNA	YGR206W_mRNA
YJL012C_mRNA	YJR045C_mRNA	YOR327C_mRNA	YCL049C_mRNA
YDL091C_mRNA	YDR353W_mRNA	YGR252W_mRNA	YPR029C_mRNA
YHL002W_mRNA	YPR028W_mRNA	YDR288W_mRNA	YMR298W_mRNA
YDL141W_mRNA	YEL063C_mRNA	YMR258C_mRNA	YKL211C_mRNA
YJR045C_mRNA	YPR125W_mRNA	YKL182W_mRNA	YKL127W_mRNA
YDR353W_mRNA	YPL161C_mRNA	YLR420W_mRNA	YIL090W_mRNA
YPR028W_mRNA	YPL160W_mRNA	YKR101W_mRNA	YBR153W_mRNA
YEL063C_mRNA	YJR069C_mRNA	YNL083W_mRNA	YPL129W_mRNA
YPR125W_mRNA	YJL004C_mRNA	YGR085C_mRNA	YJL081C_mRNA
YPL161C_mRNA	YDL224C_mRNA	YOL039W_mRNA	YER020W_mRNA
YPL160W_mRNA	YOR021C_mRNA	YKR077W_mRNA	YGR177C_mRNA
YJR069C_mRNA	YLR360W_mRNA	YHL038C_mRNA	YPR074C_mRNA
YJL004C_mRNA	YBR155W_mRNA	YDR012W_mRNA	YOR327C_mRNA
YDL224C_mRNA	YAL058W_mRNA	YGR282C_mRNA	YGR252W_mRNA
YOR021C_mRNA	YMR043W_mRNA	YGR033C_mRNA	YDR288W_mRNA
YLR360W_mRNA	YLR249W_mRNA	YOR075W_mRNA	YMR258C_mRNA
YBR155W_mRNA	YHR077C_mRNA	YHR065C_mRNA	YKL182W_mRNA
YAL058W_mRNA	YNL291C_mRNA	YKL064W_mRNA	YLR420W_mRNA
YMR043W_mRNA	YJL057C_mRNA	YLR314C_mRNA	YKR101W_mRNA
YLR249W_mRNA	YPL204W_mRNA	YFR013W_mRNA	YNL083W_mRNA
YHR077C_mRNA	YMR302C_mRNA	YJL012C_mRNA	YGR085C_mRNA
YHR168W_mRNA	YBR034C_mRNA	YDL091C_mRNA	YOL039W_mRNA
YNL291C_mRNA	YDR013W_mRNA	YHL002W_mRNA	YKR077W_mRNA
YJL057C_mRNA	YMR070W_mRNA	YDL141W_mRNA	YHL038C_mRNA
YPL204W_mRNA	YCL038C_mRNA	YJR045C_mRNA	YDR012W_mRNA
YMR302C_mRNA	YLR215C_mRNA	YDR353W_mRNA	YGR282C_mRNA
YBR034C_mRNA	YAL060W_mRNA	YPR028W_mRNA	YGR033C_mRNA
YDR013W_mRNA	YDL159W_mRNA	YEL063C_mRNA	YOR075W_mRNA
YMR070W_mRNA	YER137C_mRNA	YPR125W_mRNA	YHR065C_mRNA
YCL038C_mRNA	YBR199W_mRNA	YPL161C_mRNA	YKL064W_mRNA
YLR215C_mRNA	YKL080W_mRNA	YPL160W_mRNA	YLR314C_mRNA
YAL060W_mRNA	YNL110C_mRNA	YJR069C_mRNA	YFR013W_mRNA
YDL159W_mRNA	YPL265W_mRNA	YJL004C_mRNA	YJL012C_mRNA
YER137C_mRNA	YDR518W_mRNA	YDL224C_mRNA	YDL091C_mRNA
YBR199W_mRNA	YOR204W_mRNA	YOR021C_mRNA	YHL002W_mRNA
YKL080W_mRNA	YMR062C_mRNA	YBR155W_mRNA	YDL141W_mRNA
YNL110C_mRNA	YOR033C_mRNA	YAL058W_mRNA	YJR045C_mRNA
YPL265W_mRNA	YPR128C_mRNA	YMR043W_mRNA	YDR353W_mRNA
YDR518W_mRNA	YIL118W_mRNA	YLR249W_mRNA	YPR028W_mRNA
YOR204W_mRNA	YIL137C_mRNA	YHR077C_mRNA	YEL063C_mRNA
YMR062C_mRNA	YGR286C_mRNA	YHR168W_mRNA	YPR125W_mRNA
YOR033C_mRNA	YLL020C_mRNA	YNL291C_mRNA	YPL161C_mRNA
YPR128C_mRNA	YFR024C-A_mRNA	YLR446W_mRNA	YPL160W_mRNA
YIL118W_mRNA	YPL012W_mRNA	YJL057C_mRNA	YJR069C_mRNA
YIL137C_mRNA	YDR021W_mRNA	YPL204W_mRNA	YJL004C_mRNA
YGR286C_mRNA	YBR081C_mRNA	YMR302C_mRNA	YDL224C_mRNA
YLL020C_mRNA	YJL198W_mRNA	YBR034C_mRNA	YOR021C_mRNA
YFR024C-A_mRNA	YJL097W_mRNA	YDR013W_mRNA	YLR360W_mRNA
YPL012W_mRNA	YDR205W_mRNA	YMR070W_mRNA	YBR155W_mRNA
YDR021W_mRNA	YDL064W_mRNA	YCL038C_mRNA	YAL058W_mRNA
YBR081C_mRNA	YFL025C_mRNA	YLR215C_mRNA	YMR043W_mRNA
YJL198W_mRNA	YMR156C_mRNA	YAL060W_mRNA	YLR249W_mRNA
YJL097W_mRNA	YMR221C_mRNA	YDL159W_mRNA	YHR077C_mRNA
YDR205W_mRNA	YDR295C_mRNA	YER137C_mRNA	YHR168W_mRNA
YDL064W_mRNA	YLR387C_mRNA	YBR199W_mRNA	YNL291C_mRNA
YFL025C_mRNA	YOR257W_mRNA	YKL080W_mRNA	YLR446W_mRNA
YMR156C_mRNA	YLR093C_mRNA	YNL110C_mRNA	YJL057C_mRNA
YMR221C_mRNA	YGR171C_mRNA	YER007W_mRNA	YPL204W_mRNA
YDR295C_mRNA	YPR094W_mRNA	YPL265W_mRNA	YMR302C_mRNA
YLR387C_mRNA	YJR083C_mRNA	YOR204W_mRNA	YBR034C_mRNA
YOR257W_mRNA	YNL016W_mRNA	YMR062C_mRNA	YDR013W_mRNA
YLR093C_mRNA	YBL059W_mRNA	YDR518W_mRNA	YMR070W_mRNA
YGR171C_mRNA	YMR004W_mRNA	YOR033C_mRNA	YCL038C_mRNA
YPR094W_mRNA	YMR187C_mRNA	YPR128C_mRNA	YLR215C_mRNA
YJR083C_mRNA	YDR315C_mRNA	YIL118W_mRNA	YAL060W_mRNA
YNL016W_mRNA	YBR188C_mRNA	YIL137C_mRNA	YDL159W_mRNA
YBL059W_mRNA	YEL021W_mRNA	YGR286C_mRNA	YER137C_mRNA
YMR004W_mRNA	YNL175C_mRNA	YLL020C_mRNA	YBR199W_mRNA
YMR187C_mRNA	YDL216C_mRNA	YFR024C-A_mRNA	YKL080W_mRNA
YDR315C_mRNA	YNL048W_mRNA	YPL012W_mRNA	YNL110C_mRNA
YBR188C_mRNA	YNL132W_mRNA	YDR021W_mRNA	YPL265W_mRNA
YEL021W_mRNA	YDL160C_mRNA	YBR081C_mRNA	YDR518W_mRNA
YNL175C_mRNA	YML100W_mRNA	YJL198W_mRNA	YOR204W_mRNA
YDL216C_mRNA	YML072C_mRNA	YJL097W_mRNA	YMR062C_mRNA
YNL048W_mRNA	YER017C_mRNA	YDR205W_mRNA	YOR033C_mRNA
YNL132W_mRNA	YOR352W_mRNA	YDL064W_mRNA	YPR128C_mRNA
YDL160C_mRNA	YMR212C_mRNA	YFL025C_mRNA	YIL118W_mRNA
YML100W_mRNA	YKL180W_mRNA	YMR221C_mRNA	YIL137C_mRNA
YML072C_mRNA	YNL122C_mRNA	YDR295C_mRNA	YGR286C_mRNA
YER017C_mRNA	YNL091W_mRNA	YLR387C_mRNA	YLL020C_mRNA
YOR352W_mRNA	YMR086W_mRNA	YOR257W_mRNA	YFR024C-A_mRNA
YMR212C_mRNA	YPR101W_mRNA	YLR093C_mRNA	YPL012W_mRNA
YKL180W_mRNA	YOL018C_mRNA	YGR171C_mRNA	YDR021W_mRNA
YNL122C_mRNA	YGL212W_mRNA	YPR094W_mRNA	YBR081C_mRNA
YNL091W_mRNA	YBR085W_mRNA	YJR083C_mRNA	YJL198W_mRNA
YMR086W_mRNA	YGL105W_mRNA	YAL056W_mRNA	YJL097W_mRNA
YPR101W_mRNA	YKR081C_mRNA	YNL016W_mRNA	YDR205W_mRNA
YOL018C_mRNA	YKL134C_mRNA	YBL059W_mRNA	YDL064W_mRNA
YGL212W_mRNA	YOL148C_mRNA	YMR004W_mRNA	YFL025C_mRNA
YBR085W_mRNA	YPL081W_mRNA	YMR187C_mRNA	YMR156C_mRNA
YGL105W_mRNA	YLL014W_mRNA	YDR315C_mRNA	YMR221C_mRNA
YKR081C_mRNA	YCR023C_mRNA	YBR188C_mRNA	YDR295C_mRNA
YKL134C_mRNA	YHR059W_mRNA	YEL021W_mRNA	YLR387C_mRNA
YOL148C_mRNA	YDR188W_mRNA	YNL175C_mRNA	YOR257W_mRNA
YPL081W_mRNA	YOR147W_mRNA	YDL216C_mRNA	YLR093C_mRNA
YLL014W_mRNA	YIR038C_mRNA	YNL048W_mRNA	YGR171C_mRNA
YCR023C_mRNA	YPL180W_mRNA	YNL132W_mRNA	YPR094W_mRNA
YHR059W_mRNA	YLR064W_mRNA	YDL160C_mRNA	YJR083C_mRNA
YDR188W_mRNA	YKR028W_mRNA	YML100W_mRNA	YAL056W_mRNA
